no,steps,bad
6448,자동정렬 압착 각인 대기 대기 이송 경화 각인 수동정렬 세척 자동정렬 수동정렬 검사 검사 세척 대기 검사 각인 압착 검사 대기 각인 경화 각인 압착 재작업 압착,0
6449,자동정렬 압착 세척 검사 경화 도포 재작업 자동정렬 도포 이송 압착 경화 수동정렬 각인 이송 각인 수동정렬 도포 대기 경화 경화 검사 경화 각인,0
6450,수동정렬 각인 이송 재작업 도포 재작업 검사 도포 도포 대기 재작업 검사 각인 각인 경화 수동정렬 자동정렬 도포 압착 각인 압착 자동정렬 압착 세척 재작업 대기 도포,1
6451,자동정렬 도포 검사 세척 각인 각인 수동정렬 재작업 이송 검사 세척 자동정렬 이송 경화 경화 검사 압착 세척 세척 경화 경화 수동정렬,0
6452,자동정렬 검사 자동정렬 압착 압착 검사 도포 수동정렬 대기 각인 이송 각인 도포 도포 세척 세척 수동정렬 재작업 재작업 재작업 검사 압착 대기 대기 압착 압착,1
6453,자동정렬 검사 경화 도포 각인 수동정렬 도포 각인 도포 이송 각인 수동정렬 재작업 각인 도포 도포 검사 검사 도포 자동정렬 대기 검사 경화 압착,0
6454,자동정렬 압착 수동정렬 세척 도포 세척 검사 각인 각인 대기 자동정렬 압착 대기 검사 경화 도포 세척 재작업 세척 검사 세척 세척 각인 재작업 수동정렬 대기,0
6455,수동정렬 자동정렬 경화 각인 대기 이송 대기 도포 자동정렬 경화 경화 검사 압착 압착 재작업 이송 수동정렬 이송 압착 검사 경화 도포,1
6456,수동정렬 세척 경화 이송 경화 각인 압착 재작업 자동정렬 각인 재작업 대기 대기 자동정렬 수동정렬 압착 도포 세척 각인 도포 각인 이송,1
6457,자동정렬 검사 압착 자동정렬 이송 수동정렬 수동정렬 각인 검사 세척 경화 경화 도포 도포 이송 이송 도포 경화 재작업 경화 세척 이송 대기 도포 검사 검사,0
6458,자동정렬 도포 이송 대기 압착 재작업 압착 세척 세척 대기 세척 대기 경화 수동정렬 이송 수동정렬 검사 이송 검사 압착 재작업 자동정렬 검사,0
6459,자동정렬 도포 검사 검사 압착 대기 압착 압착 자동정렬 압착 이송 세척 각인 경화 압착 세척 수동정렬 압착 수동정렬 검사 압착 압착 각인 세척 대기 각인 압착,0
6460,수동정렬 도포 자동정렬 재작업 대기 검사 검사 세척 도포 이송 세척 세척 검사 대기 검사 경화 도포 각인 이송 수동정렬 자동정렬 이송 대기 대기 압착,1
6461,수동정렬 경화 검사 도포 경화 도포 검사 이송 검사 도포 각인 검사 자동정렬 경화 이송 각인 대기 자동정렬 도포 도포 검사 세척 수동정렬 세척,1
6462,자동정렬 이송 압착 도포 각인 도포 검사 이송 압착 대기 수동정렬 이송 대기 수동정렬 압착 각인 세척 자동정렬 각인 이송 도포 세척 경화 세척 세척 압착,0
6463,수동정렬 재작업 재작업 수동정렬 압착 재작업 압착 검사 경화 자동정렬 압착 이송 자동정렬 도포 이송 경화 재작업 재작업 대기 도포 세척 세척 도포 이송 경화 압착 압착 검사,1
6464,수동정렬 수동정렬 각인 검사 세척 경화 세척 대기 재작업 자동정렬 세척 자동정렬 각인 세척 이송 재작업 도포 각인 경화 경화 도포 각인,1
6465,수동정렬 각인 검사 자동정렬 자동정렬 세척 각인 경화 도포 압착 이송 각인 압착 압착 세척 도포 수동정렬 각인 경화 검사 각인 경화,1
6466,자동정렬 도포 경화 재작업 도포 이송 자동정렬 이송 도포 대기 대기 압착 각인 각인 각인 경화 이송 도포 도포 수동정렬 이송 도포 검사 재작업 경화 도포 수동정렬 세척,0
6467,수동정렬 검사 자동정렬 검사 이송 대기 검사 재작업 검사 검사 도포 대기 검사 검사 경화 수동정렬 세척 자동정렬 각인 도포 경화 도포 도포 경화,1
6468,수동정렬 세척 이송 이송 대기 압착 재작업 각인 각인 재작업 자동정렬 재작업 압착 세척 자동정렬 검사 이송 수동정렬 검사 각인 재작업 각인 이송 대기 각인,1
6469,수동정렬 자동정렬 자동정렬 각인 각인 재작업 각인 재작업 도포 도포 세척 대기 도포 검사 경화 재작업 각인 도포 세척 수동정렬 경화 도포,1
6470,자동정렬 압착 재작업 도포 자동정렬 도포 이송 이송 각인 세척 검사 수동정렬 경화 경화 이송 대기 세척 압착 수동정렬 재작업 대기 각인 이송 이송,0
6471,자동정렬 각인 수동정렬 세척 세척 대기 도포 경화 재작업 재작업 세척 도포 수동정렬 도포 도포 각인 세척 도포 검사 검사 경화 경화 검사 경화 이송 압착 자동정렬 도포,0
6472,수동정렬 세척 이송 도포 경화 대기 경화 검사 이송 압착 압착 도포 압착 자동정렬 자동정렬 이송 수동정렬 각인 검사 도포 도포 각인 세척 도포 압착 세척 각인 경화,1
6473,자동정렬 검사 검사 수동정렬 검사 도포 세척 각인 자동정렬 세척 이송 각인 세척 경화 검사 이송 각인 각인 수동정렬 재작업 세척 세척 재작업 이송 이송 재작업 재작업 대기,1
6474,수동정렬 재작업 자동정렬 대기 도포 도포 검사 각인 검사 자동정렬 검사 수동정렬 도포 경화 각인 재작업 각인 각인 이송 검사 세척 대기 각인 대기 대기 도포,1
6475,수동정렬 압착 세척 압착 경화 세척 검사 각인 재작업 압착 각인 이송 이송 세척 대기 대기 수동정렬 재작업 검사 각인 검사 도포 각인 자동정렬 자동정렬,1
6476,자동정렬 이송 도포 검사 검사 도포 세척 이송 수동정렬 대기 재작업 재작업 세척 검사 재작업 경화 각인 이송 세척 재작업 수동정렬 각인 각인 자동정렬 재작업 세척,1
6477,수동정렬 이송 검사 검사 검사 세척 경화 도포 자동정렬 대기 경화 자동정렬 대기 검사 이송 압착 각인 검사 세척 수동정렬 각인 각인 도포,1
6478,자동정렬 도포 수동정렬 검사 압착 도포 수동정렬 검사 세척 압착 압착 검사 재작업 재작업 경화 검사 자동정렬 재작업 도포 경화 이송 세척 세척 각인,1
6479,자동정렬 재작업 각인 자동정렬 수동정렬 대기 경화 검사 대기 압착 수동정렬 검사 이송 재작업 세척 각인 재작업 대기 재작업 경화 경화 경화 세척 경화 재작업 도포 검사 도포,1
6480,수동정렬 각인 수동정렬 도포 도포 각인 재작업 검사 도포 검사 검사 대기 검사 재작업 이송 경화 이송 경화 대기 자동정렬 검사 경화 세척 대기 자동정렬 대기,1
6481,수동정렬 각인 각인 도포 도포 압착 자동정렬 각인 경화 재작업 압착 재작업 도포 세척 재작업 각인 세척 자동정렬 이송 수동정렬 재작업 도포 세척 경화,1
6482,자동정렬 검사 압착 도포 압착 도포 이송 세척 각인 자동정렬 각인 이송 이송 수동정렬 수동정렬 대기 각인 세척 세척 대기 경화 세척 압착 각인 재작업,0
6483,수동정렬 압착 세척 이송 압착 자동정렬 도포 이송 압착 수동정렬 이송 이송 각인 세척 도포 경화 세척 대기 도포 도포 자동정렬 검사 이송,1
6484,자동정렬 압착 세척 세척 수동정렬 대기 자동정렬 검사 압착 이송 세척 검사 검사 도포 검사 이송 수동정렬 세척 검사 세척 대기 검사 대기 재작업,0
6485,자동정렬 세척 세척 도포 이송 압착 도포 수동정렬 검사 세척 세척 검사 재작업 경화 경화 검사 수동정렬 대기 압착 재작업 재작업 이송 이송 자동정렬,1
6486,수동정렬 자동정렬 각인 자동정렬 경화 대기 수동정렬 검사 이송 세척 각인 세척 각인 압착 재작업 검사 압착 각인 각인 대기 압착 각인 세척 경화 재작업,1
6487,자동정렬 각인 수동정렬 각인 검사 경화 도포 압착 압착 각인 경화 도포 세척 자동정렬 대기 세척 검사 도포 도포 세척 대기 각인 압착 도포 세척 수동정렬 세척 검사,0
6488,자동정렬 압착 경화 경화 압착 재작업 세척 이송 검사 대기 재작업 도포 수동정렬 재작업 각인 도포 각인 각인 각인 자동정렬 검사 수동정렬,1
6489,자동정렬 세척 자동정렬 압착 도포 도포 각인 재작업 도포 압착 재작업 각인 이송 대기 재작업 재작업 각인 수동정렬 압착 이송 압착 각인 이송 도포 수동정렬 이송 도포 이송,1
6490,수동정렬 각인 압착 세척 대기 수동정렬 세척 세척 세척 도포 각인 자동정렬 경화 압착 세척 자동정렬 대기 압착 세척 이송 압착 각인,1
6491,자동정렬 대기 검사 세척 각인 자동정렬 경화 압착 수동정렬 검사 압착 수동정렬 압착 도포 도포 경화 도포 경화 세척 검사 검사 도포 검사 이송,0
6492,수동정렬 자동정렬 이송 각인 재작업 재작업 도포 검사 압착 대기 검사 이송 세척 자동정렬 압착 수동정렬 경화 각인 도포 검사 압착 세척 도포,1
6493,수동정렬 도포 각인 자동정렬 이송 세척 검사 경화 각인 검사 세척 수동정렬 도포 경화 이송 대기 재작업 압착 경화 자동정렬 검사 도포 검사 세척 도포,1
6494,자동정렬 세척 재작업 경화 수동정렬 검사 각인 대기 수동정렬 이송 자동정렬 압착 경화 세척 도포 검사 도포 압착 경화 경화 대기 압착,0
6495,자동정렬 경화 압착 경화 세척 대기 재작업 대기 검사 재작업 검사 경화 수동정렬 검사 세척 경화 수동정렬 이송 자동정렬 경화 경화 각인,0
6496,자동정렬 도포 경화 검사 이송 이송 검사 각인 도포 압착 압착 자동정렬 압착 세척 세척 대기 세척 수동정렬 수동정렬 도포 이송 검사 도포 각인,0
6497,수동정렬 도포 재작업 이송 압착 수동정렬 도포 재작업 자동정렬 압착 도포 이송 재작업 각인 세척 이송 압착 자동정렬 압착 도포 이송 도포 각인,1
6498,수동정렬 수동정렬 검사 이송 검사 대기 자동정렬 압착 각인 이송 경화 자동정렬 대기 대기 각인 압착 경화 각인 압착 이송 압착 경화 각인 압착,1
6499,수동정렬 도포 경화 압착 경화 자동정렬 각인 이송 각인 압착 각인 세척 각인 세척 대기 이송 수동정렬 각인 도포 대기 대기 각인 압착 이송 자동정렬 도포,1
6500,수동정렬 각인 자동정렬 압착 대기 각인 대기 검사 경화 경화 압착 각인 도포 대기 이송 이송 수동정렬 압착 세척 도포 대기 세척 자동정렬 세척 압착,1
